"Year","LocationAbbr","LocationDesc","GeographicLevel","DataSource","Class","Topic","Data_Value","Data_Value_Unit","Data_Value_Type","Data_Value_Footnote_Symbol","Data_Value_Footnote","Confidence_limit_Low","Confidence_limit_High","StratificationCategory1","Stratification1","StratificationCategory2","Stratification2","StratificationCategory3","Stratification3","LocationID"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","All heart disease","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","American Indian/Alaska Native","Sex","Overall","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","All stroke","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","American Indian/Alaska Native","Sex","Overall","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","American Indian/Alaska Native","Sex","Overall","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","American Indian/Alaska Native","Sex","Overall","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","Heart failure","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","American Indian/Alaska Native","Sex","Overall","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","All heart disease","1.7","%","Total percent change","NA","NA","-11.1","14.1","Age group","Ages 65 years and older","Race","Overall","Sex","Overall","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","All stroke","-12.5","%","Total percent change","NA","NA","-31.8","4.8","Age group","Ages 65 years and older","Race","Overall","Sex","Overall","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","-20.9","%","Total percent change","NA","NA","-36.3","-2.8","Age group","Ages 65 years and older","Race","Overall","Sex","Overall","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","-1.4","%","Total percent change","NA","NA","-13.2","10.8","Age group","Ages 65 years and older","Race","Overall","Sex","Overall","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","Heart failure","23.4","%","Total percent change","NA","NA","1.4","54.8","Age group","Ages 65 years and older","Race","Overall","Sex","Overall","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","All heart disease","-3.8","%","Total percent change","NA","NA","-16.1","12.5","Age group","Ages 65 years and older","Race","Overall","Sex","Women","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","All stroke","-11","%","Total percent change","NA","NA","-31.7","11.1","Age group","Ages 65 years and older","Race","Overall","Sex","Women","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","-28","%","Total percent change","NA","NA","-45.7","-10.1","Age group","Ages 65 years and older","Race","Overall","Sex","Women","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","-4.3","%","Total percent change","NA","NA","-18.2","6.5","Age group","Ages 65 years and older","Race","Overall","Sex","Women","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","Heart failure","14.7","%","Total percent change","NA","NA","-11.5","40.6","Age group","Ages 65 years and older","Race","Overall","Sex","Women","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","All heart disease","2.1","%","Total percent change","NA","NA","-9.7","15.8","Age group","Ages 65 years and older","Race","Overall","Sex","Men","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","All stroke","-13.6","%","Total percent change","NA","NA","-34.6","5.3","Age group","Ages 65 years and older","Race","Overall","Sex","Men","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","-19.4","%","Total percent change","NA","NA","-37.4","-0.1","Age group","Ages 65 years and older","Race","Overall","Sex","Men","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","-2","%","Total percent change","NA","NA","-14.6","12","Age group","Ages 65 years and older","Race","Overall","Sex","Men","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","Heart failure","17.6","%","Total percent change","NA","NA","-5.3","42.5","Age group","Ages 65 years and older","Race","Overall","Sex","Men","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","All heart disease","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Asian/Pacific Islander","Sex","Overall","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","All stroke","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Asian/Pacific Islander","Sex","Overall","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Asian/Pacific Islander","Sex","Overall","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Asian/Pacific Islander","Sex","Overall","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","Heart failure","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Asian/Pacific Islander","Sex","Overall","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","All heart disease","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Black (Non-Hispanic)","Sex","Overall","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","All stroke","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Black (Non-Hispanic)","Sex","Overall","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Black (Non-Hispanic)","Sex","Overall","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Black (Non-Hispanic)","Sex","Overall","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","Heart failure","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Black (Non-Hispanic)","Sex","Overall","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","All heart disease","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Hispanic","Sex","Overall","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","All stroke","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Hispanic","Sex","Overall","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Hispanic","Sex","Overall","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Hispanic","Sex","Overall","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","Heart failure","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Hispanic","Sex","Overall","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","All heart disease","2.1","%","Total percent change","NA","NA","-9.8","15.8","Age group","Ages 65 years and older","Race","White","Sex","Overall","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","All stroke","-10.7","%","Total percent change","NA","NA","-27","7.7","Age group","Ages 65 years and older","Race","White","Sex","Overall","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","-20.4","%","Total percent change","NA","NA","-35.9","-1.5","Age group","Ages 65 years and older","Race","White","Sex","Overall","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","-0.6","%","Total percent change","NA","NA","-12.5","12.1","Age group","Ages 65 years and older","Race","White","Sex","Overall","17103"
"2010 - 2019","IL","Lee","County","NVSS","Cardiovascular Diseases","Heart failure","24.5","%","Total percent change","NA","NA","1.9","56.3","Age group","Ages 65 years and older","Race","White","Sex","Overall","17103"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","All heart disease","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","American Indian/Alaska Native","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","All stroke","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","American Indian/Alaska Native","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","American Indian/Alaska Native","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","American Indian/Alaska Native","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Heart failure","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","American Indian/Alaska Native","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","All heart disease","-1.2","%","Total percent change","NA","NA","-18.4","21","Age group","Ages 35-64 years","Race","Overall","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","All stroke","18.1","%","Total percent change","NA","NA","-13.5","69.8","Age group","Ages 35-64 years","Race","Overall","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","15.9","%","Total percent change","NA","NA","-9.1","55.7","Age group","Ages 35-64 years","Race","Overall","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","8.8","%","Total percent change","NA","NA","-12.8","39.5","Age group","Ages 35-64 years","Race","Overall","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Heart failure","86.3","%","Total percent change","NA","NA","33.8","179.9","Age group","Ages 35-64 years","Race","Overall","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","All heart disease","7.5","%","Total percent change","NA","NA","-16.6","39.9","Age group","Ages 35-64 years","Race","Overall","Sex","Women","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","All stroke","20.9","%","Total percent change","NA","NA","-12.3","75.5","Age group","Ages 35-64 years","Race","Overall","Sex","Women","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","21","%","Total percent change","NA","NA","-9.9","70.2","Age group","Ages 35-64 years","Race","Overall","Sex","Women","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","19.7","%","Total percent change","NA","NA","-8","47.9","Age group","Ages 35-64 years","Race","Overall","Sex","Women","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Heart failure","49.6","%","Total percent change","NA","NA","10.9","147.3","Age group","Ages 35-64 years","Race","Overall","Sex","Women","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","All heart disease","-0.9","%","Total percent change","NA","NA","-22.9","19.3","Age group","Ages 35-64 years","Race","Overall","Sex","Men","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","All stroke","17.4","%","Total percent change","NA","NA","-16.7","72.9","Age group","Ages 35-64 years","Race","Overall","Sex","Men","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","1.4","%","Total percent change","NA","NA","-20.5","33.1","Age group","Ages 35-64 years","Race","Overall","Sex","Men","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","5.1","%","Total percent change","NA","NA","-14.1","36.2","Age group","Ages 35-64 years","Race","Overall","Sex","Men","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Heart failure","69.5","%","Total percent change","NA","NA","16.3","158.7","Age group","Ages 35-64 years","Race","Overall","Sex","Men","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","All heart disease","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","Asian/Pacific Islander","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","All stroke","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","Asian/Pacific Islander","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","Asian/Pacific Islander","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","Asian/Pacific Islander","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Heart failure","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","Asian/Pacific Islander","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","All heart disease","11.4","%","Total percent change","NA","NA","-20.3","56.6","Age group","Ages 35-64 years","Race","Black (Non-Hispanic)","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","All stroke","8.9","%","Total percent change","NA","NA","-22.3","47.9","Age group","Ages 35-64 years","Race","Black (Non-Hispanic)","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","14.3","%","Total percent change","NA","NA","-20.5","74.6","Age group","Ages 35-64 years","Race","Black (Non-Hispanic)","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","11.5","%","Total percent change","NA","NA","-13","58.2","Age group","Ages 35-64 years","Race","Black (Non-Hispanic)","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Heart failure","65.9","%","Total percent change","NA","NA","2.9","140.9","Age group","Ages 35-64 years","Race","Black (Non-Hispanic)","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","All heart disease","-2.1","%","Total percent change","NA","NA","-25","28.1","Age group","Ages 35-64 years","Race","Hispanic","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","All stroke","7.7","%","Total percent change","NA","NA","-21.9","44.5","Age group","Ages 35-64 years","Race","Hispanic","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","-6.8","%","Total percent change","NA","NA","-35.2","41","Age group","Ages 35-64 years","Race","Hispanic","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","-5.3","%","Total percent change","NA","NA","-28.8","32.7","Age group","Ages 35-64 years","Race","Hispanic","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Heart failure","35.8","%","Total percent change","NA","NA","-3.2","100.9","Age group","Ages 35-64 years","Race","Hispanic","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","All heart disease","-0.3","%","Total percent change","NA","NA","-22.4","23.1","Age group","Ages 35-64 years","Race","White","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","All stroke","33.5","%","Total percent change","NA","NA","-0.5","79.9","Age group","Ages 35-64 years","Race","White","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","16.8","%","Total percent change","NA","NA","-9.2","55.3","Age group","Ages 35-64 years","Race","White","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","8.7","%","Total percent change","NA","NA","-13.5","39.6","Age group","Ages 35-64 years","Race","White","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Heart failure","88.8","%","Total percent change","NA","NA","32.1","190.6","Age group","Ages 35-64 years","Race","White","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","All heart disease","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","American Indian/Alaska Native","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","All stroke","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","American Indian/Alaska Native","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","American Indian/Alaska Native","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","American Indian/Alaska Native","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Heart failure","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","American Indian/Alaska Native","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","All heart disease","-12.2","%","Total percent change","NA","NA","-22.9","2.6","Age group","Ages 65 years and older","Race","Overall","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","All stroke","-13.6","%","Total percent change","NA","NA","-29.5","2.6","Age group","Ages 65 years and older","Race","Overall","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","-8.3","%","Total percent change","NA","NA","-21.5","8.9","Age group","Ages 65 years and older","Race","Overall","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","-10.9","%","Total percent change","NA","NA","-20.8","-1.8","Age group","Ages 65 years and older","Race","Overall","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Heart failure","15.5","%","Total percent change","NA","NA","-3.8","37.7","Age group","Ages 65 years and older","Race","Overall","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","All heart disease","-14.5","%","Total percent change","NA","NA","-26.4","2","Age group","Ages 65 years and older","Race","Overall","Sex","Women","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","All stroke","-16","%","Total percent change","NA","NA","-32.1","3.7","Age group","Ages 65 years and older","Race","Overall","Sex","Women","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","-12.8","%","Total percent change","NA","NA","-27.3","5.3","Age group","Ages 65 years and older","Race","Overall","Sex","Women","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","-14.3","%","Total percent change","NA","NA","-26.7","-5.5","Age group","Ages 65 years and older","Race","Overall","Sex","Women","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Heart failure","11.7","%","Total percent change","NA","NA","-4.6","39","Age group","Ages 65 years and older","Race","Overall","Sex","Women","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","All heart disease","-10.2","%","Total percent change","NA","NA","-20.5","2.1","Age group","Ages 65 years and older","Race","Overall","Sex","Men","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","All stroke","-11.7","%","Total percent change","NA","NA","-28.3","7.9","Age group","Ages 65 years and older","Race","Overall","Sex","Men","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","-8","%","Total percent change","NA","NA","-21.4","10.9","Age group","Ages 65 years and older","Race","Overall","Sex","Men","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","-10.2","%","Total percent change","NA","NA","-19.8","1","Age group","Ages 65 years and older","Race","Overall","Sex","Men","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Heart failure","16.7","%","Total percent change","NA","NA","0.9","42.2","Age group","Ages 65 years and older","Race","Overall","Sex","Men","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","All heart disease","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Asian/Pacific Islander","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","All stroke","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Asian/Pacific Islander","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Asian/Pacific Islander","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Asian/Pacific Islander","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Heart failure","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Asian/Pacific Islander","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","All heart disease","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Black (Non-Hispanic)","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","All stroke","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Black (Non-Hispanic)","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Black (Non-Hispanic)","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Black (Non-Hispanic)","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Heart failure","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Black (Non-Hispanic)","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","All heart disease","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Hispanic","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","All stroke","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Hispanic","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Hispanic","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Hispanic","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Heart failure","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 65 years and older","Race","Hispanic","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","All heart disease","-10.9","%","Total percent change","NA","NA","-21.4","3.5","Age group","Ages 65 years and older","Race","White","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","All stroke","-12.3","%","Total percent change","NA","NA","-31.1","6.4","Age group","Ages 65 years and older","Race","White","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","-7.9","%","Total percent change","NA","NA","-21.2","9.6","Age group","Ages 65 years and older","Race","White","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","-10.3","%","Total percent change","NA","NA","-20.3","-1","Age group","Ages 65 years and older","Race","White","Sex","Overall","17105"
"2010 - 2019","IL","Livingston","County","NVSS","Cardiovascular Diseases","Heart failure","16.5","%","Total percent change","NA","NA","-3.2","39.2","Age group","Ages 65 years and older","Race","White","Sex","Overall","17105"
"2010 - 2019","IL","Logan","County","NVSS","Cardiovascular Diseases","All heart disease","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","American Indian/Alaska Native","Sex","Overall","17107"
"2010 - 2019","IL","Logan","County","NVSS","Cardiovascular Diseases","All stroke","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","American Indian/Alaska Native","Sex","Overall","17107"
"2010 - 2019","IL","Logan","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","American Indian/Alaska Native","Sex","Overall","17107"
"2010 - 2019","IL","Logan","County","NVSS","Cardiovascular Diseases","Cardiovascular disease (CVD)","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","American Indian/Alaska Native","Sex","Overall","17107"
"2010 - 2019","IL","Logan","County","NVSS","Cardiovascular Diseases","Heart failure","NA","%","Total percent change","~","Value suppressed","NA","NA","Age group","Ages 35-64 years","Race","American Indian/Alaska Native","Sex","Overall","17107"
"2010 - 2019","IL","Logan","County","NVSS","Cardiovascular Diseases","All heart disease","8.9","%","Total percent change","NA","NA","-11.6","35.4","Age group","Ages 35-64 years","Race","Overall","Sex","Overall","17107"
"2010 - 2019","IL","Logan","County","NVSS","Cardiovascular Diseases","All stroke","28.1","%","Total percent change","NA","NA","-1.7","67.5","Age group","Ages 35-64 years","Race","Overall","Sex","Overall","17107"
"2010 - 2019","IL","Logan","County","NVSS","Cardiovascular Diseases","Coronary heart disease (CHD)","-11.6","%","Total percent change","NA","NA","-31.3","7","Age group","Ages 35-64 years","Race","Overall","Sex","Overall","17107"
